Input	ID_Name_1	ID_CAS_Nr_1	ID_EG_Nr	ID_EG_Annex_Nr	Boiling_Point_Minimum_°C	Melting_Point_Minimum_°C	Flash_Point_Minimum_°C	Vapour_Pressure_25°C_mmHg	Density_25°C_Minimum_kg/L	Viscosity_25°C_Minimum_mPa.s
DataType	string	string	string	string	numeric	numeric	numeric	numeric	numeric	numeric
Chemtec Solvent Database	Butylcyclohexane	1678-93-9	NAV	NAV	180	-78	41	NAV	NAV	1.25
Chemtec Solvent Database	Butylcyclohexane, sec-	52993-54-1	NAV	NAV	179.34	NAV	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Butylcyclopentane	2040-95-1	NAV	NAV	NAV	NAV	34.7	NAV	NAV	NAV
Chemtec Solvent Database	Butylene glycol, 1,2-	584-03-2	NAV	NAV	192	-50	93.4	NAV	1.006	50
Chemtec Solvent Database	Butylene glycol, 2,3-	5341-95-7	NAV	NAV	183	32	85	0.3825314583	NAV	65.8
Chemtec Solvent Database	Butylene oxide, 1-	106-88-7	NAV	NAV	63.5	-130	-25.5	NAV	NAV	0.38
Chemtec Solvent Database	Butynediol	110-65-6	NAV	NAV	238	55	142	NAV	NAV	NAV
Chemtec Solvent Database	Butyraldehyde	123-72-8	NAV	NAV	75	-97	-12	NAV	0.8	0.43
Chemtec Solvent Database	Butyric acid	107-92-6	NAV	NAV	163	-5	72	1.6501357026	NAV	NAV
Chemtec Solvent Database	Butyric acid, butyl ester	109-21-7	NAV	NAV	164	-91.5	46	1.8001480392	NAV	0.88
Chemtec Solvent Database	Butyric acid, methyl ester	623-42-7	NAV	NAV	102	-85	12	NAV	NAV	0.55
Chemtec Solvent Database	Butyrolactone, gamma-	96-48-0	NAV	NAV	204	-44	98	NAV	1.12	1.7
Chemtec Solvent Database	Caproic acid	142-62-1	NAV	NAV	205	-2	102	NAV	NAV	2.826
Chemtec Solvent Database	Carbitol solvent	111-90-0	NAV	NAV	201	-43	102	NAV	NAV	4.5
Chemtec Solvent Database	Carbon dioxide	124-38-9	NAV	NAV	NAV	-78.5	NAV	NAV	NAV	0.064
Chemtec Solvent Database	Carbon disulfide	75-15-0	NAV	NAV	46.3	-110.8	-30	NAV	NAV	0.36
Chemtec Solvent Database	Carbon tetrachloride	56-23-5	NAV	NAV	76.7	-23	NAV	NAV	1.594	NAV
Chemtec Solvent Database	Carvacrol	499-75-2	NAV	NAV	236	3	107	NAV	NAV	NAV
Chemtec Solvent Database	Catechol	120-80-9	NAV	NAV	245	105	127	0.0099758204	1.344	NAV
Chemtec Solvent Database	Cetyl lactate	35274-05-6	NAV	NAV	369	41	160	NAV	NAV	NAV
Chemtec Solvent Database	Chloro-1-nitropropane, 1-	600-25-9	NAV	NAV	139	NAV	62	5.7754749591	NAV	NAV
Chemtec Solvent Database	Chloroacetophenone, p-	99-91-2	NAV	NAV	273	19	126	0.007575623	NAV	NAV
Chemtec Solvent Database	Chloroaniline, m-	108-42-9	NAV	NAV	230	-10	118	NAV	NAV	3.35
Chemtec Solvent Database	Chloroaniline, o-	95-51-2	NAV	NAV	209	-2	108	NAV	NAV	2.92
Chemtec Solvent Database	Chloroaniline, p-	106-47-8	NAV	NAV	232	69	120	NAV	NAV	NAV
Chemtec Solvent Database	Chlorobenzaldehyde, o-	89-98-5	NAV	NAV	211.9	12.4	90	0.3000246732	NAV	NAV
Chemtec Solvent Database	Chlorobenzene	108-90-7	NAV	NAV	132	-45	27	NAV	NAV	0.76
Chemtec Solvent Database	Chlorobenzotrifluoride, m-	98-15-7	NAV	NAV	137	NAV	38	NAV	NAV	NAV
Chemtec Solvent Database	Chlorobenzotrifluoride, p-	98-56-6	NAV	NAV	139	-36	43	7.6506291666	NAV	NAV
Chemtec Solvent Database	Chlorobenzylchloride, o-	611-19-8	NAV	NAV	217	-17	82	NAV	NAV	NAV
Chemtec Solvent Database	Chlorobutane, 1-	109-69-3	NAV	NAV	77	-123	-12	NAV	NAV	0.43
Chemtec Solvent Database	Chlorocyclohexane	542-18-7	NAV	NAV	141	-43.9	47	NAV	NAV	NAV
Chemtec Solvent Database	Chlorodifluoroethane, 1,1,1-	75-68-3	NAV	NAV	-9	-131	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Chlorodifluoromethane	75-45-6	NAV	NAV	-40.83	-157.42	-78	NAV	1.194	NAV
Chemtec Solvent Database	Chloroethane	75-00-3	NAV	NAV	12.5	-142	-50	NAV	NAV	0.27
Chemtec Solvent Database	Chloroethanol, 2-	107-07-3	NAV	NAV	128	-67	60	NAV	NAV	3.046
Chemtec Solvent Database	Chloroform	67-66-3	NAV	NAV	61.18	-63.52	NAV	197.0112016568	1.479	0.5357
Chemtec Solvent Database	Chloromethane	74-87-3	NAV	NAV	-24.2	-97.7	-50	4300.3286471439	0.911	NAV
Chemtec Solvent Database	Chloromethyl methyl ether	107-30-2	NAV	NAV	59	-104	15	NAV	1.06	NAV
Chemtec Solvent Database	Chloronaphthalene	90-13-1	NAV	NAV	117	-8	115	NAV	NAV	NAV
Chemtec Solvent Database	Chloropentafluoroethane	76-15-3	NAV	NAV	-39.11	-106	70	5977.99161351	NAV	NAV
Chemtec Solvent Database	Chloropentane, 1-	543-59-9	NAV	NAV	107	-99	11	NAV	NAV	0.559
Chemtec Solvent Database	Chlorophenol, m-	108-43-0	NAV	NAV	214	33	97	NAV	NAV	NAV
Chemtec Solvent Database	Chlorophenol, o-	95-57-8	NAV	NAV	175	9	85	NAV	NAV	3.579
Chemtec Solvent Database	Chloropropane, 1-	540-54-5	NAV	NAV	46	-123	-18	NAV	NAV	0.337
Chemtec Solvent Database	Chloropyridine, 2-	109-09-1	NAV	NAV	167	-46	64	NAV	NAV	NAV
Chemtec Solvent Database	Chlorotoluene, o-	95-49-8	NAV	NAV	159	-35.6	49	NAV	NAV	NAV
Chemtec Solvent Database	Chlorotoluene, p-	106-43-4	NAV	NAV	162	7.5	51	NAV	1.067	0.834
Chemtec Solvent Database	Chlorotrifluoromethane	75-72-9	NAV	NAV	-81.44	-189	NAV	20994.22650717	NAV	0.016
Chemtec Solvent Database	Cineole, 1,8-	470-82-6	NAV	NAV	174	1	50	1.8751542075	NAV	2.3
Chemtec Solvent Database	Cinnamaldehyde	104-55-2	NAV	NAV	253	-7	120	NAV	NAV	5.4
Chemtec Solvent Database	Citroflex 2	77-93-0	NAV	NAV	294	-45	155	0.9975820384	NAV	35
Chemtec Solvent Database	Collidine, 2,4,6-	108-75-8	NAV	NAV	171	-44	57	1.1775968423	0.91	0.81
Chemtec Solvent Database	Commercial grade toluene	108-88-3	NAV	NAV	110.56	-94.44	4.4	NAV	NAV	NAV
Chemtec Solvent Database	Cresol, m-	108-39-4	NAV	NAV	202	11	86	0.1500123366	NAV	9.8
Chemtec Solvent Database	Cresol, o-	95-48-7	NAV	NAV	191	31	81	0.2475203554	NAV	7.6
Chemtec Solvent Database	Cresol, p-	106-44-5	NAV	NAV	202	35	86	0.1125092525	NAV	9.4
Chemtec Solvent Database	Crotonaldehyde	4170-30-3	NAV	NAV	102	-76.5	13	NAV	NAV	0.428
Chemtec Solvent Database	Cyanobutane, 1-	110-59-8	NAV	NAV	142	-96	28	7.2905995588	0.794	0.69
Chemtec Solvent Database	Cyanoethane	107-12-0	NAV	NAV	97	-93	2	47.7789292071	NAV	0.41
Chemtec Solvent Database	Cyanoethanol, 2-	109-78-4	NAV	NAV	220	-46	129	NAV	1.04	NAV
Chemtec Solvent Database	Cyanopropane	109-74-0	NAV	NAV	118	-112	18	19.6516160946	NAV	0.57
Chemtec Solvent Database	Cyanopyridine, 2-	100-70-9	NAV	NAV	213.5	28	89	NAV	NAV	NAV
Chemtec Solvent Database	Cyanopyridine, 3-	100-54-9	NAV	NAV	206.2	49.6	88.3	5.0254132761	NAV	NAV
Chemtec Solvent Database	Cyanopyridine, 4-	100-48-1	NAV	NAV	195.4	78.5	88.3	NAV	NAV	NAV
Chemtec Solvent Database	Cyclododecanol	1724-39-6	NAV	NAV	278	58.6768	138	NAV	NAV	NAV
Chemtec Solvent Database	Cyclohexane	110-82-7	NAV	NAV	81	7	-18	NAV	NAV	NAV
Chemtec Solvent Database	Cyclohexanethiol	1569-69-3	NAV	NAV	158	-118	43	NAV	NAV	NAV
Chemtec Solvent Database	Cyclohexanol	108-93-0	NAV	NAV	161.1	25.15	66	NAV	0.9684	NAV
Chemtec Solvent Database	Cyclohexanone	108-94-1	NAV	NAV	155.65	-32.1	46	NAV	NAV	NAV
Chemtec Solvent Database	Cyclohexene	110-83-8	NAV	NAV	83	-104	-6	NAV	NAV	NAV
Chemtec Solvent Database	Cyclohexyl acetate	622-45-7	NAV	NAV	177	-77	58	NAV	NAV	NAV
Chemtec Solvent Database	Cyclohexyl-2-pyrrolidone, N-	6837-24-7	NAV	NAV	290	15	141	0.0495040711	NAV	NAV
Chemtec Solvent Database	Cyclohexylamine	108-91-8	NAV	NAV	134	-18	26	NAV	NAV	NAV
Chemtec Solvent Database	Cyclooctane	292-64-8	NAV	NAV	150	12	28	NAV	0.835	0.972
Chemtec Solvent Database	Cyclooctanol	696-71-9	NAV	NAV	207	15	88	NAV	NAV	NAV
Chemtec Solvent Database	Cyclooctanone	502-49-8	NAV	NAV	196	39	73	NAV	NAV	NAV
Chemtec Solvent Database	Cyclopentadiene	542-92-7	NAV	NAV	41.5	-85	25	NAV	NAV	0.275
Chemtec Solvent Database	Cyclopentanone	120-92-3	NAV	NAV	131	-51	30	11.5509499182	NAV	1.31
Chemtec Solvent Database	Cymene, p-	99-87-6	NAV	NAV	177	-68	47	1.500123366	NAV	0.76
Chemtec Solvent Database	DEA LFG	111-42-2	NAV	NAV	268	28	191	NAV	NAV	351.9
Chemtec Solvent Database	Decalin, cis-	493-01-6	NAV	NAV	192	-51	58	NAV	NAV	NAV
Chemtec Solvent Database	Decane, n-	124-18-5	NAV	NAV	171	-29	46	1.2751048611	NAV	0.861
Chemtec Solvent Database	Decanedicarboxylic acid	693-23-2	NAV	NAV	250	128	220	NAV	NAV	NAV
Chemtec Solvent Database	Decanol, 1-	112-30-1	NAV	NAV	233	7	82	0.0075006168	NAV	11.32
Chemtec Solvent Database	Decyl oleate	3687-46-5	NAV	NAV	494	NAV	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Decyl-2-pyrrolidone, N-	55257-88-0	NAV	NAV	342	NAV	141.2	NAV	NAV	NAV
Chemtec Solvent Database	Di-(2-chloroethyl)ether	111-44-4	NAV	NAV	178	-47	55	1.5751295343	NAV	2.14
Chemtec Solvent Database	Di-(4-piperidyl)propane, 1,3-	16898-52-5	NAV	NAV	284	66	137.2	NAV	NAV	NAV
Chemtec Solvent Database	Di-n-amylamine	2050-92-2	NAV	NAV	397	-44	52	NAV	NAV	NAV
Chemtec Solvent Database	Di-tert-butyl ketone	815-24-7	NAV	NAV	151	-25	34	3.4952874428	NAV	NAV
Chemtec Solvent Database	Di-tert-butylpyridine, 2,6-	585-48-8	NAV	NAV	208	2	71	NAV	NAV	NAV
Chemtec Solvent Database	Diacetone alcohol	123-42-2	NAV	NAV	168.1	-42.8	52	NAV	0.9342	2.9
Chemtec Solvent Database	Diacetyl	431-03-8	NAV	NAV	88	-2.4	7	55.8795953835	NAV	NAV
Chemtec Solvent Database	Diallylamine	124-02-7	NAV	NAV	111	-88	11	NAV	NAV	NAV
Chemtec Solvent Database	Diaminoethane, 1,2-	107-15-3	NAV	NAV	116	11	34	NAV	NAV	1.54
Chemtec Solvent Database	Diamyl ether	693-65-2	NAV	NAV	186.8	-69.4	57	NAV	0.779	NAV
Chemtec Solvent Database	Dibromobenzene, 1,2-	583-53-9	NAV	NAV	225	5	96	NAV	NAV	NAV
Chemtec Solvent Database	Dibromobenzene, 1,3-	108-36-1	NAV	NAV	218	-7	93	NAV	1.955	2.913
Chemtec Solvent Database	Dibromobenzene, 1,4-	106-37-6	NAV	NAV	219	87	100	NAV	NAV	NAV
Chemtec Solvent Database	Dibromoethane, 1,2-	106-93-4	NAV	NAV	131	10	NAP	NAV	NAV	1.61
Chemtec Solvent Database	Dibromomethane	74-95-3	NAV	NAV	97	-52.7	34	NAV	NAV	6.68
Chemtec Solvent Database	Dibromopropane, 1,2-	78-75-1	NAV	NAV	140	-55.2	NAV	7.8381445874	1.929	1.24
Chemtec Solvent Database	Dibromopropane, 1,3-	109-64-8	NAV	NAV	166	-34	56	NAV	NAV	NAV
Chemtec Solvent Database	Dibromopropane, 2,2-	594-16-1	NAV	NAV	114	NAV	110	NAV	NAV	NAV
Chemtec Solvent Database	Dibutyl amine	111-92-2	NAV	NAV	159	-59	41	NAV	0.76	0.95
Chemtec Solvent Database	Dibutyl ether	142-96-1	NAV	NAV	141	-95.2	25	6.0079940808	0.7641	NAV
Chemtec Solvent Database	Dibutyl ketone	502-56-7	NAV	NAV	185	-50	60	0.551295337	NAV	NAV
Chemtec Solvent Database	Dibutyl oxalate	2050-60-4	NAV	NAV	239	-29	104	NAV	NAV	NAV
Chemtec Solvent Database	Dibutyl phosphate	107-66-4	NAV	NAV	135	-13	188	NAV	NAV	NAV
Chemtec Solvent Database	Dibutyl phthalate	84-74-2	NAV	NAV	340	-35	157	7.50061683E-005	1.043	15.4
Chemtec Solvent Database	Dibutyl sulfide	544-40-1	NAV	NAV	181	-80	77	NAV	0.838	1.26
Chemtec Solvent Database	Dibutyl sulfoxide	2168-93-6	NAV	NAV	250	32	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Dichlorethyl formal	111-91-1	NAV	NAV	217.8	-32.8	112	0.1320108562	NAV	NAV
Chemtec Solvent Database	Dichloroacetic acid	79-43-6	NAV	NAV	193	9.7	110	NAV	NAV	5.91
Chemtec Solvent Database	Dichlorobenzene, 1,4-	106-46-7	NAV	NAV	174	53	66	NAV	NAV	NAV
Chemtec Solvent Database	Dichlorobenzene, m-	541-73-1	NAV	NAV	173	-25	63	1.8901554412	NAV	1.028
Chemtec Solvent Database	Dichlorobenzene, o-	95-50-1	NAV	NAV	180	-17	66	NAV	NAV	1.324
Chemtec Solvent Database	Dichlorobenzotrifluoride, 3,4-	328-84-7	NAV	NAV	173.5	-12.4	76.7	2.0251665441	NAV	NAV
Chemtec Solvent Database	Dichlorobenzoyl chloride, 3,5-	2905-62-6	NAV	NAV	245	26	110	NAV	NAV	NAV
Chemtec Solvent Database	Dichlorodifluoromethane	75-71-8	NAV	NAV	-29.77	-158.2	NAV	NAV	1.311	NAV
Chemtec Solvent Database	Dichloroethane, 1,1-	75-34-3	NAV	NAV	57	-98	-6	NAV	NAV	0.51
Chemtec Solvent Database	Dichloroethane, 1,2-	107-06-2	NAV	NAV	83.5	-35.7	13	NAV	NAV	0.78
Chemtec Solvent Database	Dichloroethylene	25323-30-2	NAV	NAV	47.5603	NAV	NAV	633.9521344716	NAV	NAV
Chemtec Solvent Database	Dichlorofluoromethane	75-43-4	NAV	NAV	8.9	-135	-36	1360.0868497839	1.366	NAV
Chemtec Solvent Database	Dichloromethane	75-09-2	NAV	NAV	39.6	-94.92	-4	435.03577614	1.326	NAV
Chemtec Solvent Database	Dichloropropane, 1,1-	78-99-9	NAV	NAV	88	NAV	19	65.255366421	NAV	0.6
Chemtec Solvent Database	Dichloropropane, 1,2-	78-87-5	NAV	NAV	96	-100	16	NAV	NAV	0.75
Chemtec Solvent Database	Dichloropropane, 1,3-	142-28-9	NAV	NAV	120	-99	16	NAV	NAV	0.9
Chemtec Solvent Database	Dichlorotetrafluoroethane, 1,2-	76-14-2	NAV	NAV	4.1	-94	NAV	2010.16531044	1.455	0.38
Chemtec Solvent Database	Dicyclohexylamine	101-83-7	NAV	NAV	256	-0.1	99	NAV	0.912	6.4
Chemtec Solvent Database	Diethanolamine	111-42-2	NAV	NAV	268.8	28.5	137	NAV	1.09	NAV
Chemtec Solvent Database	Diethoxyethane, 1,1-	105-57-7	NAV	NAV	103	-100	36	NAV	0.831	0.427
Chemtec Solvent Database	Diethyl carbonate	105-58-8	NAV	NAV	126	-43	25	NAV	NAV	0.75
Chemtec Solvent Database	Diethyl ether	60-29-7	NAV	NAV	34.43	-116.3	-45	537.044165028	0.715	NAV
Chemtec Solvent Database	Diethyl maleate	141-05-9	NAV	NAV	225	-10	93	0.9998322234	NAV	NAV
Chemtec Solvent Database	Diethyl malonate	105-53-3	NAV	NAV	200	-49	100	0.2670219591	NAV	1.94
Chemtec Solvent Database	Diethyl oxalate	95-92-1	NAV	NAV	185.4	-40.6	76	0.414034049	NAV	NAV
Chemtec Solvent Database	Diethyl phthalate	84-66-2	NAV	NAV	295	-0.3	117	NAV	1.12	10.6
Chemtec Solvent Database	Diethyl sulfate	64-67-5	NAV	NAV	208	-24	104	NAV	NAV	1.6
Chemtec Solvent Database	Diethyl sulfide	352-93-2	NAV	NAV	92	-104	-10	NAV	NAV	0.42
Chemtec Solvent Database	Diethyl sulfite	623-81-4	NAV	NAV	158	NAV	53	3.2252652369	NAV	50.9
Chemtec Solvent Database	Diethylacetamide, N,N-	685-91-6	NAV	NAV	186	NAV	72	NAV	NAV	NAV
Chemtec Solvent Database	Diethylamine	109-89-7	NAV	NAV	55.5	-50	-26	NAV	NAV	0.29
Chemtec Solvent Database	Diethylaminoethanol, 2-	100-37-8	NAV	NAV	161	-70	52	NAV	NAV	NAV
Chemtec Solvent Database	Diethylbenzene, o-	135-01-3	NAV	NAV	184	-31	55	NAV	0.86	1.07
Chemtec Solvent Database	Diethylcyanamide, N,N-	617-83-4	NAV	NAV	186	NAV	69	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol	111-46-6	NAV	NAV	245	-9	154	0.0075006168	NAV	35.7
Chemtec Solvent Database	Diethylene glycol dibutyl ether	112-73-2	NAV	NAV	256	-60	118	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol dibutyl ether	112-73-2	NAV	NAV	256	-60	118	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol diethyl ether	112-36-7	NAV	NAV	188.9	-44.3	71	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol dimethyl ether	111-96-6	NAV	NAV	162	-68	56	NAV	0.938	NAV
Chemtec Solvent Database	Diethylene glycol dimethyl ether	111-96-6	NAV	NAV	162	-68	56	NAV	0.938	NAV
Chemtec Solvent Database	Diethylene glycol isobutyl ether	18912-80-6	NAV	NAV	217	NAV	106	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol monobutyl ether	112-34-5	NAV	NAV	231	-68.1	114	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol monobutyl ether acetate	124-17-4	NAV	NAV	245	-32	110	NAV	NAV	3.02
Chemtec Solvent Database	Diethylene glycol monoethyl ether	111-90-0	NAV	NAV	202	-80	96	NAV	0.984	3.85
Chemtec Solvent Database	Diethylene glycol monoethyl ether acetate	112-15-2	NAV	NAV	217.4	-25	91	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol monomethyl ether	111-77-3	NAV	NAV	193	-69	96	0.1800148039	NAV	3.48
Chemtec Solvent Database	Diethylene glycol monomethyl ether acetate	629-38-9	NAV	NAV	209.1	NAV	77	NAV	NAV	NAV
Chemtec Solvent Database	Diethylene glycol n-hexyl ether	112-59-4	NAV	NAV	261	-33	126.7	NAV	NAV	8.5
Chemtec Solvent Database	Diethylenetriamine	111-40-0	NAV	NAV	207	-35	102	NAV	NAV	4.17
Chemtec Solvent Database	Diethylformamide, N,N-	617-84-5	NAV	NAV	178	NAV	60	1.4326178145	NAV	1.254
Chemtec Solvent Database	Diethyltoluamide	134-62-3	NAV	NAV	290	-43	155	NAV	NAV	NAV
Chemtec Solvent Database	Difluorobenzene, 1,2-	367-11-3	NAV	NAV	92	-34	2.2	53.4043918296	NAV	0.617
Chemtec Solvent Database	Difluorobenzene, 1,3-	372-18-9	NAV	NAV	81	-59	2	NAV	NAV	0.649
Chemtec Solvent Database	Difluorobenzene, 1,4-	540-36-3	NAV	NAV	87	-13	2	NAV	NAV	0.669
Chemtec Solvent Database	Difluoroethane, 1,1-	75-37-6	NAV	NAV	-24.7	-117	NAV	4550.0241814146	NAV	NAV
Chemtec Solvent Database	Difluoropyridine, 2,6-	1513-65-1	NAV	NAV	124	NAV	33	33.797779436	NAV	NAV
Chemtec Solvent Database	Diisobutyl carbinol	108-82-7	NAV	NAV	178	NAV	72	NAV	NAV	NAV
Chemtec Solvent Database	Diisobutyl ketone	108-83-8	NAV	NAV	169.4	-46.04	48.8	NAV	NAV	NAV
Chemtec Solvent Database	Diisopropanol amine	110-97-4	NAV	NAV	249	45	135.5	NAV	NAV	870
Chemtec Solvent Database	Diisopropyl ether	108-20-3	NAV	NAV	68.51	-85.5	-28	NAV	0.718	0.379
Chemtec Solvent Database	Diisopropyl ketone	565-80-0	NAV	NAV	124	-69	15	NAV	0.805	0.626
Chemtec Solvent Database	Diisopropyl sulfide	625-80-9	NAV	NAV	120	-78	7	19.2765852531	0.814	0.635
Chemtec Solvent Database	Diisopropylamine	108-18-9	NAV	NAV	83.57	-96.3	-6	NAV	0.71	0.4
Chemtec Solvent Database	Diketene	674-82-8	NAV	NAV	127	-7	33	NAV	NAV	NAV
Chemtec Solvent Database	Dimethoxybenzene, 1,2-	91-16-7	NAV	NAV	206	17.5	87	0.4725388603	NAV	3.28
Chemtec Solvent Database	Dimethoxyethane, 1,2-	110-71-4	NAV	NAV	82	-58	-6	NAV	0.863	0.455
Chemtec Solvent Database	Dimethoxymethane	109-87-5	NAV	NAV	43	-104.8	-18	NAV	NAV	0.335
Chemtec Solvent Database	Dimethyl adipate	627-93-0	NAV	NAV	215	8	107	NAV	NAV	NAV
Chemtec Solvent Database	Dimethyl carbonate	616-38-6	NAV	NAV	90	0.5	17	NAV	NAV	0.585
Chemtec Solvent Database	Dimethyl glutarate	1119-40-0	NAV	NAV	96	-37	107	NAV	NAV	NAV
Chemtec Solvent Database	Dimethyl isosorbide	5306-85-4	NAV	NAV	93	-70	103	NAV	NAV	NAV
Chemtec Solvent Database	Dimethyl phthalate	131-11-3	NAV	NAV	283	6	150	NAV	1.19	14.36
Chemtec Solvent Database	Dimethyl succinate	106-65-0	NAV	NAV	195	18.8	86.6	NAV	NAV	NAV
Chemtec Solvent Database	Dimethyl sulfate	77-78-1	NAV	NAV	188	-32	83	NAV	NAV	1.76
Chemtec Solvent Database	Dimethyl sulfide	75-18-3	NAV	NAV	37	-98	-36	397.53269199	NAV	0.28
Chemtec Solvent Database	Dimethyl sulfoxide	67-68-5	NAV	NAV	189	18.54	95	0.6100251668	1.095	1.991
Chemtec Solvent Database	Dimethyl-3-ethyl-3-pentanol, 2,2-	66793-96-2	NAV	NAV	174	-19	54	NAV	NAV	NAV
Chemtec Solvent Database	Dimethyl-3-pentanol, 2,4-	600-36-2	NAV	NAV	138.7	-70	37	NAV	NAV	NAV
Chemtec Solvent Database	Dimethylacetamide, N,N-	127-19-5	NAV	NAV	165	-20	64	NAV	0.936	NAV
Chemtec Solvent Database	Dimethylamine	124-40-3	NAV	NAV	6.89	-92.2	-6	1520.0750067678	0.649	NAV
Chemtec Solvent Database	Dimethylaniline, N,N-	121-69-7	NAV	NAV	192	2.5	63	NAV	NAV	1.29
Chemtec Solvent Database	Dimethylcyanamide, N,N-	1467-79-4	NAV	NAV	164	-41	58	3.0752529003	NAV	NAV
Chemtec Solvent Database	Dimethylcyclohexane, 1,1-	590-66-9	NAV	NAV	120	-34	7	NAV	0.781	0.797
Chemtec Solvent Database	Dimethylcyclohexane, 1,2-	583-57-3	NAV	NAV	124	-33.5	15	NAV	0.778	1.128
Chemtec Solvent Database	Dimethylcyclohexane, 1,3-	591-21-9	NAV	NAV	124	-75.6	10	NAV	0.767	0.796
Chemtec Solvent Database	Dimethylcyclohexane, 1,4-	589-90-2	NAV	NAV	124.3	-87.4	11	NAV	0.783	0.801
Chemtec Solvent Database	Dimethylcyclopentane, 1,1-	1638-26-2	NAV	NAV	88	-70	-16	NAV	0.749	0.494
Chemtec Solvent Database	Dimethylcyclopentane, 1,2-	822-50-4	NAV	NAV	99	-62	-5.5	NAV	0.744	0.497
Chemtec Solvent Database	Dimethylcyclopentane, 1,3-	2453-00-1	NAV	NAV	97.2	-134	-14	NAV	0.744	0.498
Chemtec Solvent Database	Dimethylethanolamine	108-01-0	NAV	NAV	135	-59	41	NAV	NAV	4.08
Chemtec Solvent Database	Dimethylformamide, N,N-	68-12-2	NAV	NAV	153	-61	58	3.6903034804	0.95	0.802
Chemtec Solvent Database	Dimethylpentane, 2,3-	565-59-3	NAV	NAV	90	-135	-6	NAV	NAV	0.448
Chemtec Solvent Database	Dimethylpiperidine, 3,5-	35794-11-7	NAV	NAV	143	NAV	31.7	NAV	NAV	NAV
Chemtec Solvent Database	Dimethylpropanol, 2,2-	75-84-3	NAV	NAV	114	53	37	10.8008882352	NAV	NAV
Chemtec Solvent Database	Dimethylthioformamide, N,N-	758-16-7	NAV	NAV	NAV	-8	99	NAV	NAV	1.98
Chemtec Solvent Database	Dioxane, 1,4-	123-91-1	NAV	NAV	101.32	12	12	38.1031334964	1.028	NAV
Chemtec Solvent Database	Dioxolane, 1,3-	646-06-0	NAV	NAV	74	-26	-6	82.50678513	NAV	0.6
Chemtec Solvent Database	Dipentene	138-86-3	NAV	NAV	176	-95.5	45	NAV	NAV	NAV
Chemtec Solvent Database	Diphenyl ether	101-84-8	NAV	NAV	258.06	26.87	115	0.2250185049	NAV	2.6
Chemtec Solvent Database	Dipropyl ether	111-43-3	NAV	NAV	90	-123	21	47.4789045339	NAV	0.34
Chemtec Solvent Database	Dipropylene glycol dimethyl ether	111109-77-4	NAV	NAV	175	-80	65	NAV	NAV	NAV
Chemtec Solvent Database	Dipropylene glycol ethyl ether	15764-24-6	NAV	NAV	193	NAV	90	NAV	NAV	NAV
Chemtec Solvent Database	Dipropylene glycol monomethyl ether	34590-94-8	NAV	NAV	188.3	-80	85	0.5497952136	NAV	4
Chemtec Solvent Database	Dipropylene glycol monomethyl ether acetate	88917-22-0	NAV	NAV	200	-25	85	NAV	NAV	2
Chemtec Solvent Database	Dodecane, n-	112-40-3	NAV	NAV	216	-9.6	71	NAV	NAV	1.503
Chemtec Solvent Database	Dodecanol, 1-	112-53-8	NAV	NAV	259	25	115	0.0007500617	0.831	15.72
Chemtec Solvent Database	Dodecyl methacrylate, n-	142-90-5	NAV	NAV	167	-32	132	NAV	NAV	NAV
Chemtec Solvent Database	Dowanol PnB	5131-66-8	NAV	NAV	171	-80	63	NAV	0.878	3.1
Chemtec Solvent Database	Dowper	127-18-4	NAV	NAV	121	-22	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Dymel 134a	811-97-2	NAV	NAV	-26.1	-101	NAP	NAV	NAV	NAV
Chemtec Solvent Database	Dymel 152a	75-37-6	NAV	NAV	-25	NAV	-50	4470.36763068	NAV	NAV
Chemtec Solvent Database	Dymel A	115-10-6	NAV	NAV	-24.8	141.5	-41	4437.1398981231	NAV	NAV
Chemtec Solvent Database	Eastapure acetic acid	64-19-7	NAV	NAV	118	16.7	42	NAV	NAV	NAV
Chemtec Solvent Database	Eastapure ethyl acetate	141-78-6	NAV	NAV	75.5	-84	-4	NAV	NAV	0.5
Chemtec Solvent Database	Eastapure MAK	110-43-0	NAV	NAV	147	-33	39	NAV	NAV	0.77
Chemtec Solvent Database	Eastapure n-butyl acetate	123-86-4	NAV	NAV	124	-74	27	NAV	NAV	NAV
Chemtec Solvent Database	Eastapure PM acetate	108-65-6	NAV	NAV	140	-67	46	NAV	NAV	1.07
Chemtec Solvent Database	Eastapure PM acetate stabilized	108-65-6	NAV	NAV	140	-67	46	NAV	NAV	1.07
Chemtec Solvent Database	Eastman 2-ethylhexanol	104-76-7	NAV	NAV	182	-70	73	NAV	NAV	NAV
